No,Time [frame],xg [px],yg [px],sigma x [px],sigma y [px],Imax [a.u.],Iback [a.u.],a [a.u./px],b[a.u./px],Raw Intensity[au],Average Intensity[au/px^2],Model 1,Model 2,Model 3,Model 4,Model 5,Label
2,18,41.1156,326.859,1.54857,1.41619,332.811,67.4052,0.340276,0.658727,4303.8,93.2515,1,1,1,1,1,0
2,19,40.9681,326.714,1.37068,1.02418,412.277,77.3893,1.47533,1.81276,3644.59,96.1598,1,1,1,1,1,0
2,20,41.3033,326.507,1.81184,1.94835,286.35,49.5597,0.519128,0.657187,6329.41,87.4793,1,1,1,2,2,0
2,21,41.6,326.756,1.51471,1.65129,351.176,53.6843,1.03645,0.0215348,5517,85.645,1,1,1,2,2,0
2,22,41.0663,326.872,1.39444,1.3502,380.346,53.4717,2.57085,-1.01112,4499.34,78.7988,1,1,2,2,2,0
2,23,40.8301,327.322,1.4062,1.39203,320.202,42.1355,2.36534,-0.787805,3938.15,67.2781,,,,,,0
3,1,48.8174,101.038,2.19763,2.46389,487.648,194.194,-1.4742,12.175,16255.6,287.994,1,2,3,4,5,0
3,2,48.6415,102.541,2.17889,2.56589,560.108,188.754,0.679079,8.83978,18608.7,302.574,1,2,3,4,5,0
3,3,49.5561,102.844,1.785,2.08669,517.677,202.877,-0.504058,8.31287,11745.6,267.361,1,2,3,4,5,0
3,4,51.8504,105.446,1.6974,2.2854,925.3,212.111,-19.2269,-6.44094,22618.8,344.503,1,2,3,4,5,0
3,5,51.3458,106.386,1.90797,1.97793,1265.2,205.551,-10.1214,-6.97147,29058.3,376.822,1,1,1,1,1,0
3,6,51.3485,106.373,1.91554,1.99836,1254.69,200.043,-14.1151,-4.24935,30036.1,377.888,1,1,1,1,1,0
3,7,51.1353,106.267,1.972,2.20562,1304.23,132.115,-4.83093,-9.24772,37498.9,359.533,1,1,1,1,1,0
3,8,50.9919,106.358,2.16758,2.49649,1267.28,79.4131,0.72152,-10.9322,43744,362.97,1,1,1,2,2,0
3,9,51.6177,106.358,1.83143,1.99287,1235.02,179.477,-10.7319,-0.106337,27750.7,343.337,1,1,1,2,2,0
3,10,52.0977,106.446,1.89306,1.80159,1438.42,173.112,-15.8336,-11.9422,30297.7,344.686,1,1,1,2,2,0
3,11,51.9706,106.152,1.93346,2.08577,1325.73,145.96,-12.4269,-8.7099,33408.3,350.799,1,1,1,2,2,0
3,12,51.8596,106.413,1.98088,2.20393,1316.11,127.399,-13.3652,-8.77233,35769.7,351.592,1,1,1,2,2,0
3,13,51.3807,106.02,1.91787,2.24641,1456.84,149.046,-14.7726,0.871107,39179.1,379.811,1,1,1,2,2,0
3,14,51.4187,106.055,2.01786,2.33673,1200.66,145.187,-17.7846,-1.8822,35111.7,357.462,1,1,1,2,2,0
3,15,51.2419,106.07,2.12303,2.38058,1169.63,145.905,-7.9447,0.168279,35854.6,357.444,1,1,1,2,2,0
3,16,50.9725,105.518,2.2812,2.13279,1115.8,138.532,-7.31448,-1.34419,33090.6,343.047,1,1,1,2,2,0
3,17,50.9044,105.277,2.11916,2.0554,1050.82,142.962,-11.2704,-2.50028,28638.9,321.213,1,2,3,4,5,0
3,18,51.5437,104.361,1.62012,2.08171,801.965,147.542,-9.34464,-6.05173,16551,244.142,1,2,3,4,5,0
3,19,54.0563,102.782,2.91709,2.57711,374.36,101.057,-5.26147,1.2227,16664.7,198.296,1,2,3,4,5,0
3,20,55.8844,103.817,2.26907,2.05199,469.485,119.152,-10.0666,-8.60397,13584.4,198.385,1,2,3,4,5,0
3,21,55.979,103.77,1.69896,1.532,636.156,143.724,-8.68099,-9.90242,10403.4,198.686,1,2,3,4,5,0
3,22,55.7506,101.143,1.86737,2.34863,550.893,138.148,-7.48263,-2.52655,14701.5,216.243,1,2,3,4,5,0
3,23,56.3253,101.877,2.29474,1.71226,469.12,135.541,-9.75495,-1.07196,11472.1,203.769,1,2,3,4,5,0
3,24,56.9338,104.082,2.30257,2.37663,522.125,87.2175,-2.18729,-7.73101,18357.7,194.74,1,2,3,4,5,0
3,25,58.4093,104.104,2.31283,2.42121,391.262,112.84,0.394682,-9.06868,13396.4,188.485,1,2,3,4,5,0
3,26,60.2649,101.397,1.49858,2.22798,348.289,128.243,-5.49923,5.29584,7632.01,169.627,1,2,3,4,5,0
3,27,60.6596,100.034,1.96295,1.86382,405.842,96.3308,-1.47025,-3.30299,9297.17,155.314,1,2,3,4,5,0
3,28,60.1551,99.9287,2.30529,1.83475,360.206,137.482,-3.72619,-0.704347,9479.52,187.509,1,2,3,4,5,0
3,29,59.9072,102.087,1.91254,2.03653,567.767,130.36,-8.32514,1.60051,13832.7,216.574,1,2,3,4,5,0
3,30,60.2844,104.281,1.96126,1.976,345.8,123.218,-6.16467,-6.51331,8382.44,169.095,1,2,3,4,5,0
3,31,61.866,105.045,2.16999,2.12413,382.183,93.9153,-7.30679,-9.26577,10961.1,160.781,1,2,2,3,4,0
3,32,62.2054,104.798,1.88862,2.16425,388.669,104.021,-7.26642,-4.41226,9601.45,157.959,1,2,2,3,4,0
3,33,61.7225,105.272,1.64232,2.29907,374.514,99.4389,-5.23111,-4.56445,8802.81,148.391,1,2,2,3,4,0
3,34,61.6856,104.835,1.76694,2.28701,353.229,125.202,-10.2232,1.18744,8035.55,167.757,1,2,2,3,4,0
3,35,61.3038,104.055,2.06005,2.03661,398.753,117.66,-10.8227,-2.98752,10536.8,174.178,1,2,3,4,5,0
3,36,60.3138,103.388,2.05122,2.03214,313.955,123.549,-11.731,-2.33065,8167.46,169.84,1,2,3,4,5,0
3,37,59.1779,101.638,2.22676,2.18748,421.78,145.817,-11.9334,6.73742,12781.3,216.538,1,2,3,4,5,0
